GR,RHOB,A16L,A40L,P16H,P28H,P40H,Vp
72.91174,2.05283,1.544391,1.586672,1.41515,1.440152,1.431234,1701.744
72.57833,2.060367,1.553199,1.589506,1.419734,1.447995,1.434154,1706.206
72.83064,2.061997,1.56297,1.591513,1.426113,1.446344,1.429653,1709.803
73.08293,2.063627,1.572803,1.593523,1.432521,1.444696,1.425166,1712.558
73.33524,2.065257,1.582697,1.595536,1.438958,1.443049,1.420694,1714.631
74.10514,2.064782,1.590689,1.606389,1.442379,1.434342,1.411766,1716.342
74.87505,2.064306,1.598721,1.617317,1.445809,1.425688,1.402895,1718.228
75.64495,2.063831,1.606794,1.628319,1.449246,1.417085,1.39408,1721.038
74.29663,2.070387,1.618056,1.631765,1.475078,1.43642,1.412862,1725.498
72.94832,2.076944,1.629397,1.635218,1.501369,1.456019,1.431898,1731.892
71.6,2.083501,1.640817,1.638679,1.52813,1.475885,1.45119,1739.726
69.63139,2.088493,1.644068,1.637615,1.608431,1.553903,1.530151,1747.824
67.66278,2.093485,1.647325,1.636551,1.692952,1.636045,1.61341,1754.687
65.69418,2.098477,1.650588,1.635489,1.781915,1.722529,1.701198,1758.881
64.12751,2.103314,1.652486,1.63747,1.764655,1.721479,1.7048,1759.338
62.56084,2.108151,1.654387,1.639453,1.747562,1.720431,1.708411,1755.63
60.99417,2.112988,1.656289,1.641439,1.730635,1.719382,1.712028,1748.161
60.64417,2.113917,1.655077,1.646953,1.70546,1.69633,1.68875,1738.293
60.29417,2.114845,1.653866,1.652485,1.680651,1.673586,1.665788,1727.998
59.94417,2.115774,1.652655,1.658035,1.656203,1.651147,1.643138,1719.114
60.94611,2.109893,1.650793,1.659707,1.634741,1.630574,1.621437,1712.611
61.94806,2.104012,1.648934,1.66138,1.613557,1.610258,1.600021,1708.321
62.95,2.098131,1.647076,1.663055,1.592647,1.590194,1.578889,1705.47
64.46667,2.09001,1.647,1.660814,1.571186,1.567546,1.555117,1703.261
65.98333,2.081889,1.646925,1.658576,1.550013,1.54522,1.531702,1701.327
67.5,2.073769,1.64685,1.656341,1.529127,1.523212,1.50864,1699.751
68.4,2.075722,1.646871,1.659108,1.520265,1.5152,1.501982,1698.97
69.3,2.077677,1.646891,1.66188,1.511455,1.507229,1.495353,1699.396
70.2,2.07963,1.646912,1.664656,1.502697,1.499301,1.488754,1700.83
70.44901,2.072794,1.642065,1.660527,1.497797,1.49734,1.489916,1702.249
70.698,2.065958,1.637232,1.656408,1.492913,1.495382,1.491079,1702.344
70.947,2.059121,1.632414,1.6523,1.488045,1.493426,1.492243,1700.414
69.81295,2.063318,1.629102,1.655272,1.488931,1.495549,1.496619,1696.764
68.67891,2.067515,1.625796,1.65825,1.489819,1.497676,1.501008,1692.373
67.54486,2.071712,1.622497,1.661233,1.490706,1.499805,1.505409,1688.271
67.61986,2.06645,1.617569,1.65851,1.482175,1.492016,1.497924,1684.851
67.69486,2.061187,1.612656,1.655791,1.473694,1.484268,1.490476,1682.19
67.76986,2.055924,1.607758,1.653076,1.46526,1.47656,1.483064,1680.512
67.33752,2.057527,1.60666,1.651795,1.464283,1.474823,1.481391,1680.426
66.9052,2.059129,1.605562,1.650515,1.463305,1.473087,1.47972,1682.08
66.47286,2.060732,1.604466,1.649236,1.462329,1.471354,1.47805,1684.406
67.34024,2.055503,1.603211,1.651236,1.464715,1.474166,1.481035,1685.672
68.20762,2.050275,1.601957,1.653238,1.467104,1.476982,1.484026,1685.212
69.075,2.045046,1.600703,1.655242,1.469498,1.479804,1.487023,1684.146
68.93261,2.042541,1.602095,1.65264,1.468911,1.48051,1.488925,1684.175
68.79022,2.040036,1.603488,1.650041,1.468325,1.481216,1.490828,1685.909
68.64783,2.037531,1.604883,1.647446,1.467739,1.481922,1.492734,1688.544
69.08478,2.043034,1.605659,1.647627,1.465692,1.48022,1.490541,1690.795
69.52173,2.048537,1.606435,1.647807,1.463647,1.47852,1.488351,1691.937
69.95867,2.054039,1.607211,1.647988,1.461606,1.476822,1.486164,1691.897
69.77462,2.060645,1.608941,1.650254,1.460513,1.476221,1.484595,1690.951
69.59057,2.067251,1.610672,1.652523,1.459421,1.475619,1.483029,1689.377
69.40652,2.073857,1.612405,1.654796,1.45833,1.475017,1.481463,1687.432
70.0239,2.070569,1.613337,1.657627,1.458714,1.475506,1.482217,1685.267
70.64129,2.067281,1.614269,1.660462,1.459098,1.475995,1.482972,1682.896
71.25867,2.063993,1.615203,1.663302,1.459482,1.476485,1.483726,1680.284
71.77173,2.065019,1.617559,1.670092,1.466016,1.481818,1.487756,1677.478
72.28478,2.066045,1.619919,1.67691,1.472579,1.48717,1.491796,1674.81
72.79784,2.067072,1.622283,1.683756,1.479172,1.492542,1.495847,1672.821
73.03071,2.059895,1.626971,1.683089,1.484289,1.498201,1.502279,1672.016
73.26359,2.052719,1.631674,1.682422,1.489423,1.503883,1.508737,1672.537
73.49646,2.045542,1.63639,1.681756,1.494576,1.509585,1.515224,1673.981
73.01312,2.051541,1.639784,1.687824,1.501582,1.516776,1.523311,1675.56
72.52979,2.05754,1.643185,1.693915,1.508622,1.524001,1.531441,1676.59
72.04646,2.06354,1.646593,1.700027,1.515695,1.531261,1.539614,1676.772
70.99645,2.060301,1.645502,1.700656,1.518419,1.534669,1.543074,1676.096
69.94646,2.057062,1.644412,1.701284,1.521148,1.538086,1.546543,1674.652
68.89645,2.053823,1.643322,1.701913,1.523883,1.54151,1.550019,1672.646
68.24763,2.054171,1.648798,1.707784,1.525182,1.542608,1.552294,1670.452
67.59881,2.054518,1.654293,1.713676,1.526482,1.543706,1.554574,1668.58
66.94999,2.054865,1.659806,1.719589,1.527783,1.544806,1.556856,1667.328
66.99854,2.060266,1.661448,1.72317,1.534444,1.549388,1.561416,1666.649
67.04709,2.065666,1.663091,1.726758,1.541134,1.553985,1.565989,1666.262
67.09563,2.071066,1.664737,1.730354,1.547853,1.558595,1.570575,1665.904
67.32063,2.070787,1.670303,1.738348,1.550483,1.560215,1.573218,1665.502
67.54564,2.070508,1.675887,1.746379,1.553118,1.561838,1.575866,1665.152
67.77064,2.07023,1.681491,1.754447,1.555758,1.563462,1.578519,1664.964
68.4873,2.075388,1.689093,1.756298,1.556038,1.565543,1.579113,1664.956
69.20396,2.080546,1.696729,1.758152,1.556319,1.567627,1.579707,1665.053
69.92063,2.085704,1.704401,1.760007,1.556599,1.569713,1.580301,1664.995
70.07208,2.08316,1.709265,1.765222,1.562552,1.576875,1.584668,1664.494
70.22354,2.080616,1.714143,1.770452,1.568528,1.584069,1.589048,1663.571
70.37499,2.078072,1.719035,1.775697,1.574526,1.591296,1.593439,1662.802
71.37499,2.08637,1.722918,1.780491,1.581946,1.598966,1.600284,1663.045
72.37499,2.094668,1.726809,1.785299,1.589401,1.606673,1.607159,1664.649
73.37499,2.102966,1.73071,1.790119,1.596892,1.614417,1.614064,1667.079
71.8911,2.105114,1.740709,1.791604,1.60276,1.617478,1.616098,1669.363
70.40721,2.107263,1.750767,1.793089,1.608649,1.620544,1.618136,1670.982
68.92332,2.109411,1.760882,1.794576,1.61456,1.623617,1.620175,1672.155
68.68999,2.106774,1.763824,1.795537,1.624767,1.630375,1.626872,1673.382
68.45665,2.104138,1.76677,1.796499,1.635038,1.637162,1.633597,1674.793
68.22332,2.101501,1.769721,1.797461,1.645375,1.643977,1.64035,1675.847
68.17223,2.098955,1.780041,1.802242,1.667085,1.660867,1.656051,1675.745
68.12113,2.096408,1.790421,1.807037,1.689081,1.677932,1.671903,1673.993
68.07004,2.093862,1.800862,1.811844,1.711367,1.695171,1.687907,1670.761
68.43726,2.099148,1.804132,1.811403,1.734002,1.717591,1.710384,1666.732
68.80449,2.104434,1.807407,1.810961,1.756935,1.740308,1.733159,1662.668
69.17171,2.10972,1.810688,1.81052,1.780173,1.763325,1.756238,1659.078
68.73838,2.114939,1.814784,1.813839,1.779353,1.765638,1.7621,1656.135
68.30505,2.120157,1.818889,1.817163,1.778534,1.767955,1.767981,1653.939
67.87171,2.125376,1.823003,1.820494,1.777716,1.770274,1.773882,1652.731
66.93114,2.122394,1.826663,1.822628,1.776784,1.775307,1.777947,1652.984
65.99057,2.119411,1.830331,1.824765,1.775852,1.780354,1.782021,1655.297
65.05,2.116429,1.834006,1.826905,1.774921,1.785415,1.786104,1660.124
65.64999,2.111417,1.836214,1.828297,1.78517,1.801696,1.805197,1667.401
66.25,2.106405,1.838424,1.829691,1.795477,1.818125,1.824494,1676.25
66.85,2.101393,1.840637,1.831085,1.805844,1.834704,1.843997,1685.089
67.1827,2.100405,1.84055,1.836874,1.790079,1.824559,1.839905,1692.385
67.51541,2.099417,1.840463,1.84268,1.774452,1.814471,1.835822,1697.452
67.84811,2.098429,1.840376,1.848506,1.758961,1.804438,1.831747,1700.614
68.08144,2.102325,1.835893,1.849992,1.73256,1.775837,1.803451,1702.632
68.31477,2.106222,1.831421,1.85148,1.706555,1.747689,1.775592,1704.068
68.5481,2.110118,1.82696,1.852969,1.68094,1.719987,1.748163,1705.108
69.24688,2.105043,1.822128,1.850568,1.666359,1.701785,1.72753,1705.769
69.94566,2.099969,1.817309,1.84817,1.651905,1.683776,1.707141,1706.142
70.64443,2.094894,1.812502,1.845775,1.637576,1.665958,1.686993,1706.393
71.0856,2.089365,1.809306,1.844176,1.63168,1.656562,1.674197,1706.79
71.52678,2.083836,1.806115,1.842578,1.625805,1.64722,1.661498,1707.704
71.96795,2.078307,1.80293,1.840981,1.619951,1.63793,1.648895,1709.562
71.38391,2.076326,1.799448,1.839214,1.621577,1.63877,1.649516,1712.664
70.79987,2.074346,1.795972,1.837448,1.623204,1.639611,1.650137,1716.954
70.21584,2.072365,1.792503,1.835683,1.624833,1.640452,1.650758,1721.99
69.36602,2.075501,1.789655,1.831972,1.623418,1.640202,1.651405,1727.173
68.5162,2.078637,1.786811,1.828269,1.622004,1.639952,1.652052,1732.012
67.66638,2.081773,1.783972,1.824573,1.620591,1.639702,1.6527,1736.23
67.8175,2.086476,1.780445,1.825845,1.62096,1.639357,1.651358,1739.77
67.96864,2.091178,1.776924,1.827118,1.62133,1.639012,1.650017,1742.635
68.11976,2.095881,1.773411,1.828392,1.6217,1.638666,1.648678,1744.838
69.11981,2.096285,1.772208,1.830716,1.626003,1.641476,1.649799,1746.427
70.11987,2.096688,1.771006,1.833043,1.630319,1.644291,1.650921,1747.809
71.11993,2.097092,1.769804,1.835374,1.634645,1.647111,1.652043,1749.716
71.55431,2.095531,1.764721,1.828643,1.63889,1.650231,1.654662,1752.638
71.98869,2.093969,1.759652,1.821937,1.643145,1.653356,1.657286,1756.116
72.42307,2.092408,1.754597,1.815255,1.647411,1.656487,1.659913,1758.708
72.54739,2.091295,1.754379,1.812771,1.648434,1.657339,1.662477,1758.98
72.67171,2.090182,1.754161,1.81029,1.649459,1.658191,1.665045,1756.531
72.79603,2.089068,1.753942,1.807812,1.650484,1.659044,1.667616,1752.218
72.43834,2.087514,1.753225,1.810839,1.650196,1.659469,1.667057,1747.507
72.08065,2.08596,1.752507,1.813872,1.649908,1.659894,1.666497,1743.625
71.72296,2.084406,1.75179,1.81691,1.64962,1.66032,1.665938,1741.076
71.80553,2.084478,1.752833,1.815234,1.649825,1.660701,1.667272,1739.601
71.8881,2.08455,1.753876,1.81356,1.650029,1.661082,1.668607,1738.574
71.97066,2.084622,1.75492,1.811887,1.650234,1.661464,1.669944,1737.305
71.5373,2.086466,1.756784,1.810415,1.650279,1.662631,1.67186,1735.342
71.10393,2.08831,1.758649,1.808945,1.650323,1.663799,1.673779,1732.487
70.67056,2.090153,1.760516,1.807475,1.650368,1.664968,1.675701,1728.653
70.31952,2.092222,1.759973,1.806549,1.65031,1.665809,1.675984,1723.747
69.96848,2.094291,1.75943,1.805624,1.650251,1.666649,1.676268,1717.671
69.61743,2.096359,1.758887,1.804699,1.650192,1.667491,1.676552,1710.529
69.38486,2.097106,1.762089,1.806926,1.651385,1.668241,1.67932,1702.71
69.1523,2.097853,1.765296,1.809156,1.652579,1.668992,1.682092,1694.722
68.91973,2.0986,1.768509,1.811389,1.653773,1.669743,1.684868,1687.02
68.92044,2.097199,1.767674,1.808884,1.653438,1.669516,1.684288,1680.063
68.92116,2.095798,1.766839,1.806381,1.653102,1.669289,1.683708,1674.366
68.92187,2.094398,1.766005,1.803883,1.652767,1.669062,1.683128,1670.528
69.77967,2.097221,1.772741,1.797758,1.653823,1.67063,1.684301,1669.03
70.63747,2.100045,1.779503,1.791654,1.654879,1.672199,1.685475,1669.99
71.49528,2.102869,1.786291,1.78557,1.655936,1.673769,1.68665,1672.978
71.71194,2.104902,1.783326,1.782127,1.659939,1.677376,1.690242,1677.018
71.92862,2.106935,1.780366,1.778692,1.663952,1.680991,1.693842,1681.106
72.14529,2.108968,1.777411,1.775262,1.667974,1.684614,1.697449,1684.875
71.64388,2.106616,1.779881,1.770935,1.672405,1.688742,1.699076,1688.769
71.14248,2.104262,1.782355,1.766619,1.676848,1.692881,1.700704,1693.452
70.64108,2.101909,1.784832,1.762314,1.681303,1.69703,1.702334,1699.04
70.52598,2.096488,1.780344,1.753471,1.682522,1.698251,1.700971,1704.875
70.41088,2.091066,1.775867,1.744672,1.683741,1.699473,1.699609,1709.997
70.29578,2.085645,1.771402,1.735918,1.684961,1.700695,1.698248,1713.874
70.29501,2.085128,1.767499,1.731201,1.686167,1.699275,1.697437,1716.734
70.29424,2.084611,1.763604,1.726497,1.687374,1.697857,1.696627,1719.438
70.29346,2.084095,1.759718,1.721806,1.688581,1.69644,1.695817,1722.963
69.84486,2.088691,1.742753,1.710612,1.687984,1.693364,1.696123,1727.79
69.39627,2.093288,1.72595,1.699491,1.687387,1.690295,1.696429,1733.613
68.94767,2.097885,1.709311,1.688442,1.68679,1.687231,1.696735,1739.413
68.41434,2.097575,1.690631,1.679719,1.672736,1.678097,1.688538,1744.05
67.88101,2.097265,1.672155,1.67104,1.658799,1.669013,1.680381,1746.703
67.34768,2.096954,1.653882,1.662407,1.644978,1.659977,1.672263,1746.933
67.0871,2.087579,1.643431,1.652556,1.632303,1.651627,1.668078,1744.464
66.82652,2.078204,1.633046,1.642763,1.619725,1.643319,1.663903,1739.108
66.56594,2.068828,1.622727,1.633028,1.607245,1.635053,1.659739,1731
67.13033,2.061548,1.597637,1.61919,1.57159,1.602881,1.639775,1720.712
67.69472,2.054267,1.572934,1.60547,1.536727,1.571342,1.620051,1709.082
68.2591,2.046986,1.548614,1.591865,1.502637,1.540424,1.600565,1696.972
67.63827,2.0207,1.526212,1.574326,1.437249,1.482649,1.530315,1685.187
67.01744,1.994413,1.504133,1.55698,1.374706,1.42704,1.463148,1674.455
66.39661,1.968126,1.482375,1.539825,1.314885,1.373517,1.39893,1665.182
65.90726,1.958617,1.472983,1.531861,1.288427,1.365359,1.386959,1657.147
65.4179,1.949109,1.46365,1.523937,1.262502,1.357249,1.37509,1649.514
64.92855,1.9396,1.454377,1.516055,1.237098,1.349187,1.363323,1641.341
63.87956,1.900003,1.446445,1.505393,1.214404,1.332212,1.348984,1632.219
62.83056,1.860405,1.438557,1.494805,1.192126,1.315451,1.334795,1622.455
61.78157,1.820808,1.430711,1.484293,1.170256,1.2989,1.320756,1612.752
61.46907,1.801694,1.423621,1.477818,1.184394,1.309648,1.332572,1603.734
61.15657,1.78258,1.416566,1.471372,1.198703,1.320485,1.344493,1595.751
60.84407,1.763466,1.409546,1.464954,1.213185,1.331412,1.35652,1588.965
59.68182,1.726812,1.408007,1.465907,1.14535,1.262627,1.294047,1583.674
58.51958,1.690158,1.406468,1.46686,1.081308,1.197395,1.234451,1580.415
57.35733,1.653503,1.404932,1.467813,1.020847,1.135534,1.1776,1579.674
57.27396,1.658868,1.400318,1.464071,1.032932,1.135147,1.177455,1581.469
57.1906,1.664232,1.39572,1.460337,1.045159,1.13476,1.17731,1585.192
57.10724,1.669597,1.391136,1.456614,1.057531,1.134374,1.177165,1589.825
57.65724,1.67111,1.385506,1.447443,1.09696,1.173855,1.21221,1594.377
58.20724,1.672623,1.379898,1.43833,1.13786,1.21471,1.248299,1598.051
58.75724,1.674136,1.374313,1.429274,1.180284,1.256988,1.285462,1600.215
58.97019,1.705997,1.373415,1.42451,1.191335,1.269885,1.296399,1600.433
59.18314,1.737858,1.372518,1.419761,1.20249,1.282914,1.307428,1598.607
59.3961,1.769719,1.371622,1.415029,1.21375,1.296077,1.318552,1595.298
59.59681,1.759334,1.367606,1.412892,1.222563,1.30049,1.323501,1591.702
59.79752,1.74895,1.363602,1.410758,1.231441,1.304917,1.32847,1589.278
59.99823,1.738566,1.359609,1.408627,1.240383,1.30936,1.333457,1588.978
59.54823,1.741757,1.360092,1.407025,1.235622,1.304594,1.330974,1590.618
59.09823,1.744949,1.360575,1.405425,1.23088,1.299845,1.328496,1592.888
58.64824,1.748141,1.361058,1.403826,1.226156,1.295113,1.326023,1594.165
58.9802,1.735838,1.367049,1.406634,1.201507,1.265651,1.293501,1593.525
59.31217,1.723536,1.373067,1.409447,1.177355,1.236858,1.261778,1591.136
59.64414,1.711234,1.379112,1.412266,1.153688,1.208721,1.230832,1587.798
60.16972,1.724319,1.37502,1.408635,1.19867,1.24654,1.265041,1584.31
60.69531,1.737404,1.37094,1.405014,1.245406,1.285542,1.3002,1581.317
61.2209,1.750488,1.366872,1.401401,1.293964,1.325765,1.336336,1579.51
60.81891,1.773087,1.367445,1.402148,1.287815,1.31801,1.330008,1579.471
60.41692,1.795685,1.368019,1.402895,1.281695,1.310299,1.32371,1581.351
60.01494,1.818283,1.368593,1.403642,1.275604,1.302634,1.317442,1584.569
60.349,1.833906,1.371462,1.403787,1.279894,1.303748,1.317571,1588.157
60.68306,1.84953,1.374338,1.403932,1.284199,1.304862,1.3177,1591.289
61.01712,1.865153,1.377219,1.404076,1.288518,1.305978,1.317829,1593.653
60.7981,1.892974,1.376505,1.406903,1.302959,1.318148,1.331938,1595.444
60.57908,1.920796,1.375791,1.409736,1.317563,1.330432,1.346198,1597.151
60.36006,1.948617,1.375077,1.412574,1.33233,1.34283,1.360611,1599.265
61.26019,1.946513,1.375701,1.409538,1.316589,1.330532,1.346132,1602.045
62.16031,1.944409,1.376325,1.406508,1.301034,1.318347,1.331807,1605.367
63.06044,1.942304,1.376948,1.403485,1.285663,1.306274,1.317635,1608.862
63.51836,1.953662,1.37634,1.405205,1.290777,1.313926,1.32416,1612.134
63.97628,1.96502,1.375732,1.406927,1.295912,1.321623,1.330719,1614.846
64.4342,1.976378,1.375124,1.408651,1.301067,1.329365,1.337309,1616.547
64.3943,1.9757,1.376354,1.410469,1.305356,1.33202,1.340425,1616.553
64.35441,1.975022,1.377585,1.412289,1.30966,1.33468,1.343547,1614.286
64.31451,1.974344,1.378817,1.414111,1.313978,1.337345,1.346677,1609.726
63.86637,1.976842,1.376997,1.414821,1.318723,1.341013,1.350043,1603.547
63.41824,1.97934,1.375178,1.41553,1.323484,1.344691,1.353417,1596.761
62.9701,1.981837,1.373362,1.41624,1.328263,1.348378,1.356799,1590.268
62.49615,1.958075,1.374226,1.415885,1.292481,1.322272,1.331639,1584.643
62.0222,1.934313,1.37509,1.415529,1.257663,1.296671,1.306946,1580.01
61.54825,1.91055,1.375954,1.415174,1.223783,1.271566,1.282711,1576.216
61.33216,1.891719,1.376348,1.413214,1.225029,1.272851,1.28454,1573.138
61.11608,1.872887,1.376741,1.411257,1.226277,1.274137,1.286372,1570.923
60.9,1.854056,1.377135,1.409303,1.227525,1.275425,1.288206,1569.791
61.35,1.84188,1.374367,1.407748,1.249066,1.293447,1.303727,1569.576
61.8,1.829705,1.371605,1.406194,1.270985,1.311724,1.319435,1569.537
62.25,1.817529,1.368848,1.404642,1.293288,1.33026,1.335333,1568.756
62.49913,1.806376,1.372925,1.407871,1.273211,1.31133,1.317969,1566.812
62.74826,1.795222,1.377014,1.411108,1.253446,1.29267,1.30083,1564.054
62.99739,1.784069,1.381115,1.414353,1.233987,1.274275,1.283915,1561.331
62.91213,1.803387,1.380726,1.413354,1.242211,1.279827,1.290244,1559.409
62.82687,1.822704,1.380338,1.412356,1.250489,1.285404,1.296605,1558.643
62.74161,1.842021,1.379949,1.411359,1.258823,1.291004,1.302997,1559.149
62.22494,1.833974,1.379263,1.41192,1.263199,1.292621,1.307313,1561.033
61.70827,1.825927,1.378577,1.412481,1.267591,1.294239,1.311644,1564.434
61.1916,1.817881,1.377892,1.413042,1.271997,1.295859,1.31599,1569.309
61.75914,1.840551,1.379377,1.413551,1.276121,1.301596,1.321881,1575.343
62.32668,1.863222,1.380864,1.414061,1.280258,1.307358,1.327799,1582.071
62.89421,1.885893,1.382352,1.414571,1.284408,1.313146,1.333743,1588.929
63.85214,1.884253,1.382676,1.412374,1.288777,1.320357,1.338403,1595.128
64.81006,1.882613,1.382999,1.410181,1.293161,1.327608,1.343079,1599.66
65.76798,1.880973,1.383323,1.407991,1.29756,1.334898,1.347771,1601.745
66.48351,1.903607,1.37936,1.409711,1.304682,1.348566,1.356906,1601.404
67.19903,1.926242,1.375409,1.411432,1.311843,1.362373,1.366102,1599.387
67.91455,1.948876,1.371468,1.413155,1.319043,1.376322,1.375362,1596.474
66.74789,1.937755,1.374925,1.412048,1.30738,1.36441,1.366448,1593.098
65.58121,1.926633,1.378391,1.410942,1.295821,1.352601,1.357592,1589.513
64.41455,1.915512,1.381865,1.409836,1.284364,1.340894,1.348793,1586.079
63.81577,1.885375,1.383112,1.412158,1.264109,1.317617,1.328662,1583.243
63.21699,1.855238,1.38436,1.414484,1.244172,1.294744,1.308831,1581.266
62.61821,1.825101,1.385609,1.416813,1.224551,1.272269,1.289296,1580.269
62.49318,1.816409,1.385182,1.417956,1.206204,1.252807,1.270733,1580.542
62.36816,1.807718,1.384754,1.4191,1.188133,1.233643,1.252436,1582.654
62.24313,1.799027,1.384327,1.420244,1.170332,1.214772,1.234403,1587.192
63.19313,1.798109,1.384779,1.42026,1.192038,1.232104,1.250229,1594.367
64.14314,1.797192,1.385232,1.420276,1.214147,1.249684,1.266259,1603.749
65.09314,1.796274,1.385684,1.420292,1.236667,1.267515,1.282495,1614.447
65.34314,1.822691,1.38562,1.418097,1.279503,1.303698,1.315282,1625.467
65.59315,1.849109,1.385556,1.415905,1.323823,1.340914,1.348908,1636.045
65.84315,1.875526,1.385492,1.413717,1.369678,1.379191,1.383393,1645.722
65.61714,1.886569,1.387076,1.414696,1.343986,1.362362,1.369602,1654.046
65.39114,1.897613,1.388662,1.415676,1.318775,1.345738,1.355948,1660.274
65.16514,1.908657,1.39025,1.416656,1.294037,1.329317,1.34243,1663.434
65.43778,1.92467,1.388528,1.415949,1.289119,1.321951,1.335245,1662.802
65.71042,1.940682,1.386809,1.415241,1.284219,1.314626,1.328098,1658.521
65.98306,1.956695,1.385092,1.414534,1.279338,1.307341,1.320989,1651.816
66.07444,1.958275,1.386471,1.416493,1.292419,1.31949,1.332064,1644.616
66.16582,1.959856,1.387851,1.418456,1.305634,1.331752,1.343231,1638.794
66.25719,1.961436,1.389232,1.420421,1.318984,1.344129,1.354492,1635.577
65.73321,1.957066,1.390196,1.419666,1.29436,1.321429,1.332536,1635.261
65.20923,1.952696,1.391161,1.418913,1.270195,1.299114,1.310936,1637.432
64.68524,1.948326,1.392127,1.418159,1.246482,1.277175,1.289687,1641.267
63.8376,1.947069,1.390349,1.41556,1.269019,1.29647,1.306184,1645.826
62.98996,1.945812,1.388572,1.412966,1.291964,1.316057,1.322892,1650.268
62.14231,1.944556,1.386798,1.410377,1.315323,1.33594,1.339813,1653.917
62.351,1.945479,1.387921,1.41405,1.305977,1.330634,1.336987,1656.334
62.55968,1.946402,1.389045,1.417733,1.296697,1.32535,1.334167,1657.231
62.76836,1.947325,1.39017,1.421426,1.287483,1.320086,1.331352,1656.313
63.34381,1.946494,1.390809,1.420378,1.290143,1.317084,1.326685,1653.232
63.91926,1.945663,1.391449,1.419331,1.292809,1.31409,1.322034,1647.896
64.49471,1.944832,1.392089,1.418285,1.29548,1.311102,1.3174,1640.915
64.96754,1.949985,1.390009,1.416778,1.304836,1.324499,1.332264,1633.552
65.44038,1.955138,1.387932,1.415272,1.314259,1.338033,1.347296,1627.104
65.91322,1.96029,1.385858,1.413768,1.32375,1.351705,1.362497,1622.208
66.83927,1.954563,1.384793,1.416969,1.303577,1.333617,1.351174,1618.743
67.76534,1.948835,1.383729,1.420177,1.283711,1.315771,1.339944,1616.222
68.69139,1.943107,1.382666,1.423393,1.264148,1.298164,1.328809,1614.137
68.29146,1.935482,1.381341,1.419773,1.283536,1.316102,1.344266,1611.966
67.89152,1.927856,1.380018,1.416163,1.303222,1.334287,1.359902,1609.069
67.49158,1.920231,1.378696,1.412562,1.32321,1.352723,1.375721,1604.874
67.44268,1.908608,1.377537,1.41212,1.287864,1.343368,1.366616,1599.108
67.39378,1.896986,1.376379,1.411679,1.253462,1.334077,1.35757,1591.966
67.34487,1.885364,1.375222,1.411237,1.21998,1.32485,1.348585,1584.042
66.54274,1.871336,1.377311,1.410368,1.208122,1.312789,1.33846,1576.203
65.7406,1.857309,1.379404,1.4095,1.196379,1.300838,1.328412,1569.438
64.93847,1.843281,1.381499,1.408631,1.184751,1.288995,1.318439,1564.504
65.28911,1.835264,1.375771,1.404966,1.203768,1.30757,1.339644,1561.556
65.63976,1.827248,1.370066,1.401311,1.223092,1.326413,1.361191,1560.173
65.99039,1.819231,1.364385,1.397665,1.242725,1.345527,1.383084,1559.88
65.55672,1.804916,1.371169,1.40343,1.165919,1.262872,1.299817,1560.603
65.12304,1.790601,1.377987,1.409219,1.093861,1.185296,1.221563,1563.016
64.68936,1.776286,1.384839,1.415031,1.026256,1.112484,1.148021,1568.179
64.02483,1.786656,1.378577,1.411847,1.064565,1.147023,1.180007,1576.711
63.36029,1.797025,1.372344,1.40867,1.104304,1.182635,1.212884,1587.705
62.69576,1.807394,1.36614,1.4055,1.145527,1.219352,1.246677,1598.344
62.21875,1.811019,1.368589,1.401312,1.164449,1.240222,1.266576,1605.18
61.74174,1.814644,1.371044,1.397137,1.183684,1.26145,1.286793,1606.478
61.26474,1.818269,1.373502,1.392974,1.203237,1.283041,1.307332,1603.378
61.34879,1.821432,1.369628,1.390624,1.222396,1.296226,1.321275,1598.928
61.43285,1.824595,1.365764,1.388278,1.241861,1.309547,1.335367,1596.022
61.5169,1.827758,1.361912,1.385936,1.261635,1.323004,1.349609,1596.282
61.68142,1.839886,1.364274,1.388764,1.211625,1.275817,1.305685,1599.942
61.84594,1.852013,1.36664,1.391597,1.163597,1.230313,1.263191,1606.335
62.01045,1.864141,1.36901,1.394436,1.117473,1.186432,1.22208,1613.665
62.31141,1.881127,1.36524,1.392577,1.145597,1.205132,1.236693,1619.232
62.61237,1.898114,1.361479,1.39072,1.174428,1.224125,1.251481,1620.481
62.91333,1.9151,1.35773,1.388866,1.203984,1.243418,1.266445,1616.871
63.51402,1.926782,1.35523,1.383397,1.237414,1.27125,1.289239,1610.496
64.11471,1.938464,1.352736,1.377949,1.271772,1.299705,1.312443,1604.346
64.7154,1.950146,1.350246,1.372523,1.307084,1.328797,1.336064,1599.884
63.81563,1.943481,1.348841,1.372999,1.298243,1.32165,1.327461,1596.747
62.91585,1.936816,1.347437,1.373474,1.289463,1.314541,1.318914,1594.307
62.01608,1.930151,1.346035,1.37395,1.280741,1.307471,1.310422,1593.087
62.06609,1.921503,1.343624,1.372864,1.262669,1.29117,1.296928,1594.297
62.11611,1.912854,1.341218,1.371778,1.244852,1.275073,1.283574,1598.35
62.16613,1.904206,1.338815,1.370694,1.227286,1.259177,1.270357,1603.851
61.36613,1.906664,1.334475,1.370892,1.239797,1.264879,1.274776,1608.358
60.56613,1.909123,1.330148,1.37109,1.252435,1.270607,1.27921,1610.031
