GR,RHOB,A16L,A40L,P16H,P28H,P40H,Vp
59.76613,1.911582,1.325835,1.371288,1.265202,1.276361,1.28366,1608.955
61.56805,1.918333,1.322055,1.369334,1.255991,1.266929,1.275656,1606.801
63.36998,1.925084,1.318286,1.367382,1.246847,1.257566,1.267701,1605.305
65.17191,1.931835,1.314527,1.365434,1.237769,1.248272,1.259796,1605.113
65.12182,1.935693,1.309566,1.365873,1.231164,1.242033,1.257812,1605.932
65.07173,1.939552,1.304624,1.366312,1.224594,1.235825,1.255831,1607.374
65.02164,1.943411,1.2997,1.366752,1.218059,1.229648,1.253853,1609.51
65.89664,1.955701,1.295381,1.368737,1.218414,1.231776,1.254367,1612.627
66.77164,1.967992,1.291076,1.370724,1.218769,1.233906,1.254881,1616.658
67.64664,1.980283,1.286785,1.372715,1.219125,1.236041,1.255395,1620.999
67.71935,1.976462,1.286255,1.371013,1.204875,1.2259,1.242937,1624.893
67.79206,1.972641,1.285724,1.369313,1.190792,1.215843,1.230603,1627.896
67.86477,1.96882,1.285194,1.367615,1.176874,1.205868,1.218391,1629.922
69.6897,1.972861,1.290357,1.369481,1.166447,1.194339,1.202532,1630.881
71.51464,1.976902,1.295541,1.37135,1.156114,1.18292,1.186879,1630.559
73.33958,1.980943,1.300745,1.373221,1.145871,1.171611,1.17143,1628.887
74.46458,1.979158,1.308692,1.375616,1.145662,1.16603,1.165074,1626.462
75.58958,1.977373,1.316686,1.378014,1.145454,1.160476,1.158753,1624.552
76.71458,1.975589,1.32473,1.380417,1.145245,1.154948,1.152465,1624.68
76.36687,1.984156,1.336333,1.387432,1.1575,1.161981,1.159114,1627.873
76.01917,1.992722,1.348037,1.394482,1.169887,1.169057,1.165801,1634.16
75.67146,2.001289,1.359845,1.401568,1.182406,1.176175,1.172526,1642.557
75.02264,2.012146,1.373603,1.407638,1.235597,1.228939,1.225562,1651.488
74.37382,2.023003,1.387501,1.413735,1.291181,1.284069,1.280997,1659.395
73.725,2.03386,1.401539,1.419859,1.349266,1.341672,1.33894,1665.293
72.89006,2.039679,1.409801,1.425416,1.393468,1.393046,1.393149,1668.987
72.05512,2.045498,1.418112,1.430996,1.439119,1.446387,1.449554,1670.841
71.22018,2.051317,1.426472,1.436597,1.486265,1.50177,1.508242,1671.417
71.99519,2.049304,1.436202,1.444036,1.497269,1.516552,1.525017,1671.262
72.77019,2.047291,1.445999,1.451514,1.508355,1.531479,1.541978,1670.718
73.54519,2.045278,1.455862,1.459031,1.519523,1.546554,1.559127,1669.881
73.49519,2.036308,1.461755,1.469847,1.513054,1.534483,1.547194,1668.451
73.44519,2.027337,1.467673,1.480743,1.506612,1.522507,1.535351,1666.017
73.39519,2.018367,1.473614,1.49172,1.500198,1.510625,1.5236,1662.427
73.33012,2.010483,1.480807,1.495282,1.470743,1.485903,1.496939,1657.964
73.26505,2.002598,1.488036,1.498852,1.441866,1.461585,1.470746,1653.133
73.19999,1.994714,1.495299,1.50243,1.413556,1.437666,1.445011,1648.485
73.43253,1.998055,1.497669,1.503424,1.422215,1.444454,1.450377,1644.622
73.66506,2.001395,1.500043,1.504418,1.430927,1.451275,1.455763,1642.187
73.8976,2.004736,1.502421,1.505413,1.439692,1.458127,1.46117,1641.656
74.2702,2.005497,1.49853,1.507675,1.442545,1.459933,1.461775,1642.9
74.64278,2.006258,1.494649,1.50994,1.445404,1.46174,1.462381,1644.933
75.01538,2.007019,1.490778,1.512208,1.448268,1.46355,1.462987,1646.268
75.24788,2.001946,1.490027,1.511515,1.439775,1.451493,1.453461,1645.862
75.48037,1.996873,1.489276,1.510823,1.431332,1.439536,1.443997,1643.917
75.71287,1.991799,1.488525,1.510131,1.422938,1.427677,1.434594,1641.668
74.92914,1.989291,1.483701,1.507229,1.404678,1.415073,1.424173,1640.344
74.14542,1.986783,1.478892,1.504332,1.386653,1.40258,1.413827,1640.323
73.36169,1.984275,1.474099,1.501441,1.368858,1.390197,1.403556,1641.221
73.53745,1.98269,1.472001,1.498986,1.359579,1.383131,1.395697,1642.455
73.71321,1.981104,1.469906,1.496534,1.350364,1.3761,1.387882,1643.632
73.88898,1.979519,1.467814,1.494086,1.34121,1.369105,1.380111,1644.647
72.77941,1.99171,1.462762,1.492847,1.349,1.374473,1.382309,1645.588
71.66985,2.003901,1.457728,1.491609,1.356835,1.379863,1.38451,1646.381
70.56028,2.016093,1.452711,1.490371,1.364716,1.385273,1.386714,1646.409
70.51147,2.006962,1.452136,1.49286,1.362505,1.380287,1.382484,1644.676
70.46267,1.99783,1.451562,1.495352,1.360298,1.375319,1.378267,1640.794
70.41386,1.988699,1.450988,1.497849,1.358095,1.370369,1.374063,1635.746
69.56551,1.991289,1.449491,1.491136,1.354869,1.368458,1.371593,1631.307
68.71715,1.993878,1.447996,1.484453,1.351651,1.366548,1.369127,1628.696
67.86879,1.996468,1.446502,1.4778,1.34844,1.364642,1.366666,1627.91
68.49586,1.985852,1.445067,1.479876,1.32396,1.344529,1.348616,1628.41
69.12293,1.975235,1.443634,1.481956,1.299924,1.324712,1.330805,1630.082
69.75,1.964618,1.442202,1.484038,1.276324,1.305187,1.313228,1632.956
70.675,1.970754,1.439619,1.483007,1.303137,1.326224,1.335123,1636.37
71.6,1.97689,1.43704,1.481976,1.330513,1.3476,1.357382,1638.904
72.52499,1.983026,1.434466,1.480947,1.358463,1.369321,1.380013,1639.671
72.54775,1.986744,1.435633,1.482196,1.356734,1.364927,1.380343,1639.396
72.5705,1.990461,1.4368,1.483447,1.355008,1.360547,1.380673,1639.707
72.59326,1.994179,1.437968,1.484699,1.353283,1.356182,1.381003,1641.401
72.75915,2.001999,1.438773,1.482063,1.350639,1.360397,1.384824,1643.875
72.92503,2.009818,1.439578,1.479431,1.348001,1.364626,1.388656,1646.01
73.09092,2.017638,1.440384,1.476804,1.345367,1.368867,1.392497,1647.02
71.93111,2.019565,1.439717,1.477905,1.337565,1.374714,1.393785,1646.529
70.77132,2.021493,1.439049,1.479006,1.329809,1.380585,1.395073,1644.299
69.61151,2.02342,1.438383,1.480108,1.322097,1.386482,1.396363,1640.326
70.20541,2.003947,1.442853,1.480056,1.333517,1.39864,1.405371,1635.136
70.79932,1.984473,1.447336,1.480004,1.345035,1.410905,1.414437,1629.565
71.39323,1.964999,1.451834,1.479952,1.356653,1.423277,1.423562,1624.361
70.87734,1.943366,1.454799,1.481931,1.353878,1.422051,1.426556,1619.915
70.36147,1.921732,1.457771,1.483913,1.351108,1.420827,1.429556,1616.292
69.84558,1.900098,1.460748,1.485898,1.348345,1.419604,1.432562,1613.414
69.22832,1.86974,1.467127,1.489937,1.293271,1.357396,1.376231,1611.358
68.61105,1.839383,1.473534,1.493988,1.240446,1.297915,1.322115,1610.524
67.99378,1.809025,1.479969,1.49805,1.18978,1.24104,1.270127,1611.484
66.8124,1.821131,1.477385,1.501405,1.205988,1.270935,1.297236,1614.752
65.63102,1.833238,1.474805,1.504768,1.222418,1.301549,1.324924,1620.53
64.44964,1.845344,1.47223,1.508138,1.239071,1.332901,1.353203,1628.57
63.71556,1.85286,1.472876,1.502819,1.308828,1.391782,1.409871,1638.099
62.98149,1.860376,1.473522,1.497519,1.382512,1.453263,1.468913,1647.836
62.24742,1.867892,1.474169,1.492237,1.460344,1.517461,1.530427,1656.138
61.79736,1.88018,1.471179,1.490907,1.494617,1.549011,1.55976,1661.415
61.34731,1.892467,1.468195,1.489578,1.529695,1.581218,1.589654,1662.637
60.89725,1.904755,1.465218,1.48825,1.565596,1.614094,1.620122,1659.806
60.18697,1.894074,1.468889,1.499932,1.425472,1.484109,1.498608,1654.104
59.47668,1.883393,1.47257,1.511706,1.29789,1.364591,1.386208,1647.547
58.7664,1.872712,1.47626,1.523572,1.181727,1.254699,1.282239,1642.241
59.46636,1.868301,1.469487,1.516224,1.207422,1.265003,1.292881,1639.708
60.16633,1.863891,1.462746,1.508912,1.233675,1.275391,1.303612,1640.445
60.86629,1.85948,1.456035,1.501634,1.260499,1.285865,1.314432,1643.889
62.51842,1.885011,1.452827,1.496257,1.302622,1.324931,1.346891,1648.711
64.17054,1.910542,1.449627,1.490898,1.346153,1.365183,1.380151,1653.393
65.82267,1.936072,1.446434,1.485559,1.391139,1.406659,1.414233,1656.979
67.97148,1.944194,1.448403,1.488059,1.380765,1.397459,1.402445,1659.362
70.12029,1.952315,1.450376,1.490564,1.370468,1.388319,1.390755,1660.978
72.2691,1.960437,1.452351,1.493072,1.360248,1.379239,1.379162,1662.337
73.252,1.97369,1.450532,1.492435,1.354239,1.375212,1.377439,1663.843
74.23491,1.986943,1.448715,1.491799,1.348257,1.371197,1.375718,1665.936
75.21781,2.000196,1.4469,1.491162,1.342301,1.367193,1.374,1668.756
74.76781,1.998241,1.448263,1.490981,1.340589,1.362536,1.371691,1671.764
74.31781,1.996285,1.449627,1.4908,1.338879,1.357895,1.369387,1673.726
73.86781,1.99433,1.450993,1.490618,1.337171,1.353269,1.367086,1673.457
73.21796,2.002945,1.450568,1.492464,1.348175,1.359381,1.371031,1670.456
72.56812,2.01156,1.450143,1.494311,1.359269,1.365521,1.374988,1665.052
71.91828,2.020175,1.449719,1.496161,1.370455,1.371689,1.378956,1658.185
72.29211,2.022805,1.454166,1.49585,1.380764,1.387228,1.393958,1651.001
72.66594,2.025435,1.458628,1.49554,1.39115,1.402943,1.409124,1644.512
73.03977,2.028065,1.463103,1.495229,1.401615,1.418836,1.424455,1639.493
74.08978,2.03177,1.466117,1.498125,1.401051,1.423179,1.430072,1636.901
75.13978,2.035473,1.469138,1.501027,1.400486,1.427535,1.435712,1637.807
76.18978,2.039177,1.472165,1.503935,1.399922,1.431905,1.441374,1642.414
75.91582,2.035012,1.476508,1.505422,1.406338,1.433146,1.439975,1649.284
75.64185,2.030847,1.480864,1.506911,1.412784,1.434388,1.438577,1655.811
75.36789,2.026682,1.485233,1.508401,1.419258,1.435632,1.437181,1660.107
74.66796,2.018934,1.488719,1.510052,1.422147,1.438878,1.439411,1662.194
73.96804,2.011187,1.492213,1.511705,1.425042,1.442131,1.441644,1663.232
73.26811,2.00344,1.495715,1.51336,1.427943,1.445392,1.44388,1664.152
72.66811,1.995517,1.497315,1.518708,1.415182,1.435755,1.438879,1664.991
72.06812,1.987595,1.498917,1.524076,1.402536,1.426183,1.433895,1665.107
71.46812,1.979673,1.50052,1.529463,1.390002,1.416675,1.428928,1663.776
72.56812,1.972975,1.503635,1.529917,1.42529,1.44777,1.459351,1660.691
73.66811,1.966277,1.506756,1.530371,1.461475,1.479547,1.490421,1656.342
74.76811,1.959579,1.509884,1.530825,1.498578,1.512021,1.522153,1651.999
73.84325,1.960459,1.507751,1.533567,1.471987,1.499899,1.511577,1648.927
72.91837,1.961339,1.50562,1.536313,1.445869,1.487873,1.501074,1647.667
71.99351,1.962219,1.503493,1.539065,1.420214,1.475944,1.490644,1647.939
71.5685,1.952046,1.501787,1.541941,1.413193,1.463054,1.478163,1649.025
71.14351,1.941873,1.500083,1.544823,1.406207,1.450277,1.465787,1650.209
70.71851,1.9317,1.49838,1.54771,1.399256,1.437611,1.453515,1651.166
69.84113,1.934287,1.496776,1.547115,1.405834,1.439977,1.454113,1651.913
68.96375,1.936875,1.495173,1.54652,1.412443,1.442347,1.454712,1652.693
68.08636,1.939463,1.493571,1.545925,1.419083,1.44472,1.455311,1653.671
68.68622,1.939384,1.496244,1.549214,1.371611,1.399962,1.411062,1654.84
69.28606,1.939304,1.498922,1.552509,1.325727,1.356591,1.368158,1656.129
69.88592,1.939224,1.501605,1.555812,1.281377,1.314563,1.326559,1657.487
69.66092,1.954077,1.49781,1.551192,1.31845,1.3452,1.355978,1658.844
69.43591,1.96893,1.494024,1.546586,1.356595,1.37655,1.386051,1660.167
69.21091,1.983783,1.490247,1.541993,1.395844,1.408631,1.41679,1661.584
68.886,1.992256,1.488998,1.543644,1.397354,1.409638,1.421117,1663.513
68.56108,2.000729,1.48775,1.545296,1.398864,1.410646,1.425457,1666.453
68.23617,2.009203,1.486503,1.54695,1.400377,1.411655,1.42981,1670.552
69.36348,2.016384,1.490072,1.549787,1.399894,1.41273,1.429189,1675.362
70.49079,2.023566,1.493651,1.55263,1.39941,1.413806,1.428569,1680.085
71.6181,2.030748,1.497238,1.555477,1.398927,1.414883,1.427948,1684.067
72.2181,2.030874,1.49662,1.554717,1.399162,1.421209,1.434413,1687.039
72.8181,2.031001,1.496003,1.553958,1.399397,1.427564,1.440907,1688.949
73.4181,2.031128,1.495386,1.553199,1.399631,1.433947,1.44743,1689.766
74.42039,2.031615,1.499239,1.549631,1.40452,1.438817,1.450037,1689.499
75.4227,2.032102,1.503103,1.546071,1.409426,1.443704,1.452649,1688.279
76.425,2.032589,1.506977,1.542519,1.414348,1.448607,1.455266,1686.386
75.52499,2.021637,1.510376,1.545268,1.419511,1.45005,1.457516,1684.096
74.625,2.010685,1.513783,1.548022,1.424692,1.451493,1.459769,1681.504
73.725,1.999733,1.517197,1.55078,1.429892,1.452939,1.462026,1678.494
72.89778,2.000196,1.520747,1.55875,1.400169,1.430597,1.43935,1674.949
72.07056,2.000659,1.524304,1.56676,1.371063,1.408599,1.417026,1671.206
71.24334,2.001122,1.52787,1.574811,1.342563,1.386939,1.395048,1668.258
69.54334,1.993533,1.531666,1.575845,1.325689,1.369672,1.380175,1667.343
67.84334,1.985944,1.535471,1.576879,1.309026,1.352619,1.36546,1669.182
66.14334,1.978355,1.539286,1.577914,1.292574,1.335779,1.350902,1673.511
66.26723,1.986326,1.539099,1.572974,1.357724,1.390025,1.401435,1679.255
66.39113,1.994296,1.538913,1.56805,1.426158,1.446473,1.453858,1685.138
66.51502,2.002266,1.538726,1.563141,1.498041,1.505213,1.508242,1690.239
67.12401,1.997554,1.542559,1.566,1.512837,1.520744,1.525113,1694.073
67.73299,1.992841,1.546401,1.568865,1.527779,1.536435,1.542172,1696.471
68.34198,1.988128,1.550253,1.571734,1.542868,1.552287,1.559423,1697.379
68.65714,1.985651,1.549423,1.575729,1.511622,1.53236,1.541238,1696.93
68.9723,1.983173,1.548594,1.579733,1.481009,1.512688,1.523265,1695.582
69.28745,1.980695,1.547765,1.583748,1.451016,1.493269,1.505502,1694.102
68.93856,1.9833,1.546411,1.585827,1.444798,1.481825,1.495797,1693.296
68.58967,1.985905,1.545058,1.587908,1.438606,1.470469,1.486155,1693.621
68.24078,1.98851,1.543706,1.589992,1.432441,1.459201,1.476575,1695.065
68.22408,1.993031,1.539696,1.591318,1.438311,1.45859,1.472723,1697.323
68.20738,1.997551,1.535696,1.592644,1.444205,1.457981,1.468881,1700.155
68.19068,2.002071,1.531707,1.593971,1.450124,1.457371,1.46505,1703.528
68.94138,2.012941,1.531926,1.590877,1.443793,1.449189,1.455682,1707.399
69.69208,2.023812,1.532146,1.58779,1.43749,1.441053,1.446375,1711.464
70.44278,2.034682,1.532365,1.584708,1.431214,1.432962,1.437127,1714.953
70.94124,2.030444,1.532812,1.581063,1.438329,1.443535,1.448719,1716.943
71.4397,2.026206,1.533258,1.577426,1.445481,1.454186,1.460405,1716.929
71.93816,2.021967,1.533705,1.573798,1.452667,1.464915,1.472185,1715.287
72.60573,2.017941,1.533212,1.574984,1.45048,1.466651,1.475029,1713.134
73.27329,2.013913,1.53272,1.57617,1.448296,1.46839,1.477878,1711.586
73.94086,2.009887,1.532228,1.577358,1.446116,1.47013,1.480733,1711.065
74.52386,2.009738,1.53413,1.576087,1.439215,1.462186,1.471993,1711.258
75.10686,2.009591,1.536035,1.574816,1.432346,1.454284,1.463304,1711.654
75.68986,2.009443,1.537942,1.573546,1.425511,1.446426,1.454666,1711.942
75.89022,2.015064,1.539599,1.576032,1.421195,1.439813,1.44627,1712.102
76.09058,2.020685,1.541258,1.578521,1.416893,1.433231,1.437922,1712.247
76.29095,2.026307,1.542918,1.581015,1.412604,1.426679,1.429622,1712.579
76.45593,2.032276,1.542977,1.575301,1.423808,1.435935,1.439136,1713.418
76.62091,2.038246,1.543035,1.569609,1.435101,1.445251,1.448713,1715.205
76.7859,2.044215,1.543093,1.563936,1.446484,1.454627,1.458354,1718.335
76.6359,2.045543,1.547478,1.56919,1.459816,1.467222,1.471668,1722.877
76.48591,2.04687,1.551874,1.574462,1.47327,1.479927,1.485104,1728.343
76.33591,2.048198,1.556284,1.579751,1.486849,1.492741,1.498663,1733.758
76.5621,2.047858,1.556644,1.579592,1.48661,1.493332,1.499837,1738.123
76.78828,2.047518,1.557004,1.579434,1.486372,1.493924,1.501012,1740.951
77.01447,2.047179,1.557365,1.579275,1.486133,1.494515,1.502187,1742.386
76.96684,2.045485,1.557335,1.578894,1.483414,1.496436,1.502454,1742.887
76.91921,2.043791,1.557306,1.578514,1.480699,1.49836,1.50272,1742.717
76.87158,2.042097,1.557276,1.578133,1.47799,1.500286,1.502987,1741.803
77.24772,2.043641,1.559389,1.574536,1.481022,1.504115,1.507319,1739.711
77.62386,2.045185,1.561504,1.570947,1.484061,1.507954,1.511664,1735.936
78,2.046729,1.563623,1.567366,1.487105,1.511803,1.516021,1730.375
77.475,2.032763,1.558378,1.568145,1.490498,1.51269,1.516771,1723.704
76.95,2.018798,1.55315,1.568924,1.493899,1.513578,1.517522,1717.193
76.425,2.004833,1.547941,1.569703,1.497307,1.514467,1.518273,1711.795
76.79754,1.996071,1.539912,1.573304,1.468483,1.489503,1.494212,1707.404
77.17009,1.98731,1.531924,1.576913,1.440214,1.464951,1.470532,1703.12
77.54263,1.978549,1.523978,1.580531,1.412489,1.440803,1.447228,1698.274
76.21763,1.971289,1.522841,1.574998,1.397438,1.426795,1.434792,1693.071
74.89263,1.96403,1.521705,1.569484,1.382548,1.412923,1.422462,1688.292
73.56763,1.95677,1.520569,1.563989,1.367817,1.399186,1.410239,1684.736
73.73668,1.964999,1.514217,1.560343,1.385135,1.411839,1.420507,1682.78
73.90574,1.973228,1.507891,1.556706,1.402673,1.424608,1.43085,1682.459
74.07479,1.981457,1.501591,1.553077,1.420433,1.437491,1.441268,1683.576
73.17674,1.983302,1.498449,1.550459,1.423122,1.43832,1.441915,1685.682
72.27869,1.985148,1.495313,1.547846,1.425815,1.43915,1.442563,1688.109
71.38065,1.986994,1.492184,1.545238,1.428514,1.43998,1.443211,1690.092
72.43065,1.98864,1.491331,1.54707,1.426056,1.438371,1.442517,1691.076
73.48064,1.990285,1.490478,1.548904,1.423602,1.436764,1.441824,1690.952
74.53065,1.991931,1.489626,1.55074,1.421153,1.435159,1.441131,1690.003
74.6116,1.985616,1.491048,1.552319,1.390079,1.409504,1.42097,1688.628
74.69254,1.979302,1.492471,1.5539,1.359685,1.384308,1.401092,1687.136
74.77349,1.972987,1.493896,1.555483,1.329955,1.359562,1.381491,1685.657
75.29816,1.972784,1.49485,1.555654,1.337091,1.36424,1.384367,1684.172
75.82284,1.972581,1.495805,1.555824,1.344265,1.368935,1.387249,1682.712
76.34751,1.972377,1.49676,1.555994,1.351478,1.373645,1.390137,1681.537
75.94666,1.975776,1.498532,1.556894,1.365563,1.387123,1.398142,1681.133
75.54582,1.979174,1.500305,1.557793,1.379794,1.400734,1.406194,1681.913
75.14497,1.982573,1.50208,1.558694,1.394174,1.414478,1.414292,1683.992
74.61997,1.994031,1.503552,1.560807,1.39304,1.413224,1.412774,1687.168
74.09498,2.005488,1.505025,1.562922,1.391906,1.41197,1.411257,1691.146
73.56998,2.016946,1.5065,1.565041,1.390773,1.410717,1.409742,1695.673
72.3447,2.018936,1.517303,1.568967,1.419519,1.432724,1.431466,1700.529
71.11942,2.020925,1.528183,1.572904,1.44886,1.455075,1.453526,1705.428
69.89413,2.022915,1.539141,1.57685,1.478807,1.477774,1.475926,1709.922
69.26087,2.023712,1.547178,1.585402,1.483635,1.482971,1.483948,1713.622
68.62762,2.02451,1.555257,1.594001,1.488478,1.488187,1.492015,1716.503
67.99435,2.025308,1.563379,1.602646,1.493337,1.49342,1.500125,1718.941
68.24316,2.02529,1.569357,1.602305,1.507882,1.510648,1.519524,1721.319
68.49195,2.025271,1.575358,1.601965,1.522569,1.528075,1.539175,1723.625
68.74075,2.025253,1.581382,1.601625,1.537398,1.545703,1.559079,1725.488
69.25019,2.031121,1.584974,1.606968,1.557081,1.568309,1.581563,1726.461
69.75963,2.036989,1.588574,1.61233,1.577016,1.591246,1.60437,1726.253
70.26907,2.042858,1.592183,1.617709,1.597206,1.614518,1.627507,1724.666
70.47818,2.043304,1.595766,1.625404,1.582274,1.602483,1.614799,1721.653
70.68729,2.04375,1.599358,1.633136,1.567483,1.590539,1.602191,1717.474
70.8964,2.044196,1.602958,1.640904,1.552829,1.578683,1.589681,1712.718
71.0976,2.043453,1.603966,1.642,1.537176,1.560579,1.570837,1708.08
71.2988,2.042711,1.604974,1.643097,1.521681,1.542682,1.552218,1704.063
71.5,2.041969,1.605982,1.644194,1.506343,1.52499,1.533818,1700.895
71.42852,2.041078,1.612397,1.6473,1.496162,1.512894,1.520032,1698.614
71.35703,2.040187,1.618838,1.650411,1.48605,1.500893,1.506369,1697.176
71.28555,2.039297,1.625305,1.653529,1.476007,1.488987,1.492828,1696.532
71.06055,2.041205,1.625517,1.654191,1.485646,1.496775,1.49897,1696.688
70.83555,2.043114,1.62573,1.654854,1.495349,1.504603,1.505137,1697.769
70.61054,2.045023,1.625942,1.655518,1.505114,1.512473,1.51133,1699.997
69.78555,2.050424,1.632044,1.656891,1.519436,1.527833,1.525698,1703.538
68.96055,2.055824,1.638168,1.658265,1.533893,1.543349,1.540203,1708.355
68.13555,2.061225,1.644316,1.65964,1.548488,1.559023,1.554845,1714.143
68.46276,2.069858,1.64635,1.661696,1.552997,1.563233,1.561881,1720.417
68.78997,2.078491,1.648386,1.663756,1.557518,1.567453,1.568948,1726.668
69.11718,2.087124,1.650424,1.665817,1.562053,1.571685,1.576048,1732.534
69.91718,2.095793,1.653126,1.667599,1.563951,1.572471,1.577997,1737.927
70.71718,2.104461,1.655833,1.669384,1.565851,1.573258,1.579949,1743.033
